Unnamed: 0,outageStartTime,crewCurrentStatus,currentEtor,cause,estCustAffected,lastUpdateTime,hazardFlag,latitude,longitude,regionName,estimated_end_time,first_spotted_time,autoEtor,outageDevices,crewEta,crewEta.1
1113094,1602114526,PG&E repair crew is on-site working to restore power.,1602108000,Our preliminary determination is that your outage was caused by scheduled maintenance work.,1,1602114874,0,37.17146,-122.06621,Boulder Creek,2020-10-07 18:56:25-07:00,2020-10-07 17:52:26-07:00,,,,
1113097,1602115256,PG&E is sending a repair crew to the outage location.,1602135000,PG&E is investigating the cause of your outage.,1,1602131388,0,37.56151,-122.35378,Hillsborough,2020-10-07 21:46:23-07:00,2020-10-07 17:52:26-07:00,1602124200,,,
1113098,1602115352,PG&E is sending a repair crew to the outage location.,,PG&E is investigating the cause of your outage.,1,1602123971,0,40.68139,-122.04038,Oak Run,2020-10-07 19:37:59-07:00,2020-10-07 17:52:26-07:00,,,,
1113100,1602115598,PG&E has assigned a crew to assess the outage.,1602137700,PG&E is investigating the cause of your outage.,2,1602121154,1,37.34833,-119.70692,Ahwahnee,2020-10-07 19:37:59-07:00,2020-10-07 17:52:26-07:00,1602137700,,1602119880,1602119880
1113101,1602115613,PG&E assessment crew is en route to the outage.,1602126900,Unknown - PG&E will be assessing the cause.,1,1602115712,0,37.6653,-122.0663,Hayward,2020-10-07 19:06:23-07:00,2020-10-07 17:52:26-07:00,1602126900,,,
1113102,1602115684,PG&E is assessing the cause at the outage location.,1602134400,PG&E is investigating the cause of your outage.,1,1602127224,0,38.02847,-120.41884,Columbia,2020-10-07 21:06:17-07:00,2020-10-07 17:52:26-07:00,1602127800,,1602123660,1602123660
1113103,1602115810,PG&E is assessing the cause at the outage location.,,PG&E is investigating the cause of your outage.,1,1602118180,0,36.63389,-119.69864,Fowler,2020-10-07 18:56:25-07:00,2020-10-07 17:52:26-07:00,,,,
1113104,1602116170,PG&E is assessing the cause at the outage location.,1602124200,PG&E is investigating the cause of your outage.,1,1602120060,1,37.73382,-122.4074,San Francisco,2020-10-07 18:37:07-07:00,2020-10-07 17:52:26-07:00,1602124200,,,
1113105,1602116208,PG&E is assessing the cause at the outage location.,1602128700,PG&E is investigating the cause of your outage.,10,1602120895,0,37.45824,-122.23384,Redwood City,2020-10-07 18:56:25-07:00,2020-10-07 17:52:26-07:00,1602128700,,,
1113106,1602116250,PG&E has assigned a crew to assess the outage.,1602128700,Unknown - PG&E will be assessing the cause.,4,1602117056,0,37.94796,-122.18444,Martinez,2020-10-07 20:06:27-07:00,2020-10-07 17:52:26-07:00,1602128700,,,
1113107,1602116250,PG&E repair crew is on-site working to restore power.,1602162000,Our preliminary determination is that your outage was caused by an equipment issue.,16,1602154599,3,37.94878,-122.18401,Martinez,2020-10-08 04:37:57-07:00,2020-10-07 17:52:26-07:00,1602128700,"[{'latitude': '37.94793', 'longitude': '-122.1702'}, {'latitude': '37.95344', 'longitude': '-122.17561'}, {'latitude': '37.95456', 'longitude': '-122.17832'}, {'latitude': '37.95029', 'longitude': '-122.182'}]",,
1113108,1602116250,PG&E has assigned a crew to assess the outage.,1602162000,Unknown - PG&E will be assessing the cause.,1,1602153822,0,37.95643,-122.19768,Martinez,2020-10-08 04:06:22-07:00,2020-10-07 17:52:26-07:00,1602128700,,,
1113109,1602116669,PG&E is assessing the cause at the outage location.,1602129600,PG&E is investigating the cause of your outage.,1,1602120084,0,37.65515,-122.07401,Hayward,2020-10-07 18:56:25-07:00,2020-10-07 17:52:26-07:00,1602129600,,,
1113110,1602116676,PG&E is sending a repair crew to the outage location.,,PG&E is investigating the cause of your outage.,5,1602120623,0,38.46681,-122.6224,Santa Rosa,2020-10-07 22:28:15-07:00,2020-10-07 17:52:26-07:00,,,1602119700,1602119700
1113111,1602116739,PG&E is assessing the cause at the outage location.,1602137220,PG&E is investigating the cause of your outage.,1,1602131640,0,37.96991,-121.30436,Stockton,2020-10-07 21:56:16-07:00,2020-10-07 17:52:26-07:00,1602123300,,1602129540,1602129540
1113112,1602116829,PG&E has assigned a crew to assess the outage.,1602117000,Our preliminary determination is that your outage was caused by scheduled maintenance work.,36,1602119056,0,37.86315,-122.26003,Berkeley,2020-10-07 18:37:07-07:00,2020-10-07 17:52:26-07:00,,,,
1113113,1602116843,PG&E repair crew is on-site working to restore power.,1602133200,Our preliminary determination is that your outage was caused by an equipment issue.,1,1602126638,0,39.27717,-121.82397,Live Oak,2020-10-07 21:56:16-07:00,2020-10-07 17:52:26-07:00,,,,
1113114,1602116854,PG&E is assessing the cause at the outage location.,1602128700,PG&E is investigating the cause of your outage.,1,1602119232,0,37.82683,-122.01435,Danville,2020-10-07 19:46:24-07:00,2020-10-07 17:52:26-07:00,1602128700,,1602118980,1602118980
1113115,1602116942,PG&E is assessing the cause at the outage location.,1602135900,PG&E is investigating the cause of your outage.,1,1602130717,0,37.93171,-121.93697,Clayton,2020-10-07 21:56:16-07:00,2020-10-07 17:52:26-07:00,1602129600,,,
1113116,1602117073,PG&E is assessing the cause at the outage location.,1602144600,PG&E is investigating the cause of your outage.,1,1602135386,0,37.96389,-121.29199,Stockton,2020-10-07 23:06:30-07:00,2020-10-07 17:52:26-07:00,1602126900,,1602135780,1602135780
1113117,1602117143,PG&E is assessing the cause at the outage location.,1602126000,PG&E is investigating the cause of your outage.,1,1602119463,0,37.77709,-122.20921,Oakland,2020-10-07 18:37:07-07:00,2020-10-07 17:52:26-07:00,1602126000,,,
1113118,1602117219,PG&E is assessing the cause at the outage location.,1602136020,PG&E is investigating the cause of your outage.,1,1602133402,0,38.06698,-121.26669,Lodi,2020-10-07 22:28:15-07:00,2020-10-07 17:52:26-07:00,1602129600,,1602134220,1602134220
1113120,1602117102,PG&E repair crew is on-site working to restore power.,1602133200,Our preliminary determination is that your outage was caused by scheduled maintenance work.,35,1602117348,0,35.38476,-119.14893,Bakersfield,2020-10-07 22:06:21-07:00,2020-10-07 17:52:26-07:00,,,,
1113121,1602117600,PG&E has assigned a crew to assess the outage.,1602126000,Unknown - PG&E will be assessing the cause.,132,1602118864,0,37.52985,-122.27763,San Mateo,2020-10-07 18:48:11-07:00,2020-10-07 17:52:26-07:00,1602126000,"[{'latitude': '37.53074', 'longitude': '-122.27647'}, {'latitude': '37.53133', 'longitude': '-122.27695'}, {'latitude': '37.5324', 'longitude': '-122.27808'}, {'latitude': '37.53293', 'longitude': '-122.27864'}, {'latitude': '37.53326', 'longitude': '-122.27954'}, {'latitude': '37.53315', 'longitude': '-122.28055'}, {'latitude': '37.53171', 'longitude': '-122.27998'}, {'latitude': '37.53093', 'longitude': '-122.27895'}]",,
1113122,1602117758,PG&E is assessing the cause at the outage location.,1602126900,PG&E is investigating the cause of your outage.,1,1602121660,0,37.66797,-122.43054,South San Francisco,2020-10-07 20:06:27-07:00,2020-10-07 17:52:26-07:00,1602126900,,,
1113123,1602117930,PG&E has assigned a crew to assess the outage.,1602162000,PG&E is investigating the cause of your outage.,1,1602153774,0,38.00296,-121.88085,Pittsburg,2020-10-08 04:47:07-07:00,2020-10-07 17:52:26-07:00,1602128700,,,
1113124,1602117925,PG&E assessment crew is en route to the outage.,1602128700,Unknown - PG&E will be assessing the cause.,1,1602118667,0,36.57789,-121.94998,Del Monte Forest,2020-10-07 19:37:59-07:00,2020-10-07 17:52:26-07:00,1602128700,,1602122220,1602122220
1113125,1602118301,PG&E is assessing the cause at the outage location.,1602129600,PG&E is investigating the cause of your outage.,1,1602120967,0,38.72949,-120.79406,Placerville,2020-10-07 19:06:23-07:00,2020-10-07 18:05:09-07:00,1602129600,,,
1113126,1602118391,PG&E is assessing the cause at the outage location.,,PG&E is investigating the cause of your outage.,1,1602120591,0,38.10105,-122.55704,Novato,2020-10-07 20:36:32-07:00,2020-10-07 18:05:09-07:00,,,,
1113127,1602118404,PG&E assessment crew is en route to the outage.,,Unknown - PG&E will be assessing the cause.,1,1602119703,1,38.30806,-122.68895,Penngrove,2020-10-07 18:56:25-07:00,2020-10-07 18:05:09-07:00,,,,
1113128,1602118521,PG&E is assessing the cause at the outage location.,1602127800,PG&E is investigating the cause of your outage.,1,1602121923,0,37.7962,-122.22706,Oakland,2020-10-07 19:06:23-07:00,2020-10-07 18:05:09-07:00,1602127800,,,
1113129,1602118621,PG&E is assessing the cause at the outage location.,1602125100,PG&E is investigating the cause of your outage.,1,1602120794,0,37.69111,-121.92358,Pleasanton,2020-10-07 19:06:23-07:00,2020-10-07 18:27:07-07:00,1602125100,,1602122760,1602122760
1113131,1602118873,PG&E assessment crew is en route to the outage.,,Unknown - PG&E will be assessing the cause.,22,1602123364,0,39.87053,-121.67377,Forest Ranch,2020-10-07 19:31:10-07:00,2020-10-07 18:27:07-07:00,,"[{'latitude': '39.86627', 'longitude': '-121.6726'}, {'latitude': '39.86756', 'longitude': '-121.67083'}, {'latitude': '39.86857', 'longitude': '-121.67034'}, {'latitude': '39.87036', 'longitude': '-121.67095'}, {'latitude': '39.86979', 'longitude': '-121.67279'}]",,
1113133,1602119193,PG&E has assigned a crew to assess the outage.,1602128700,Unknown - PG&E will be assessing the cause.,6,1602119740,0,38.87099,-121.25277,Lincoln,2020-10-07 18:37:07-07:00,2020-10-07 18:27:07-07:00,1602128700,,,
1113134,1602119280,PG&E has assigned a crew to assess the outage.,,Unknown - PG&E will be assessing the cause.,1,1602119413,0,38.46681,-122.6224,Santa Rosa,2020-10-07 18:37:07-07:00,2020-10-07 18:27:07-07:00,,,,
1113135,1602119340,PG&E has assigned a crew to assess the outage.,1602129600,Unknown - PG&E will be assessing the cause.,1,1602119916,0,38.88449,-121.24627,Lincoln,2020-10-07 18:37:07-07:00,2020-10-07 18:27:07-07:00,1602129600,,,
1113136,1602119700,PG&E is assessing the cause at the outage location.,1602129600,PG&E is investigating the cause of your outage.,16,1602127005,0,38.8865,-121.24712,Lincoln,2020-10-07 20:36:32-07:00,2020-10-07 18:27:07-07:00,1602129600,"[{'latitude': '38.8663', 'longitude': '-121.24866'}, {'latitude': '38.88284', 'longitude': '-121.24395'}, {'latitude': '38.88889', 'longitude': '-121.24676'}, {'latitude': '38.88801', 'longitude': '-121.2471'}, {'latitude': '38.87099', 'longitude': '-121.25277'}]",,
1113138,1602119760,PG&E is assessing the cause at the outage location.,,PG&E is investigating the cause of your outage.,119,1602127525,0,39.49686,-121.64963,Thermalito,2020-10-07 20:46:51-07:00,2020-10-07 18:27:07-07:00,,"[{'latitude': '39.4705', 'longitude': '-121.62572'}, {'latitude': '39.49346', 'longitude': '-121.62149'}, {'latitude': '39.50152', 'longitude': '-121.62706'}, {'latitude': '39.50103', 'longitude': '-121.63053'}, {'latitude': '39.49796', 'longitude': '-121.63821'}, {'latitude': '39.49506', 'longitude': '-121.64467'}, {'latitude': '39.47733', 'longitude': '-121.63991'}, {'latitude': '39.47603', 'longitude': '-121.63771'}]",,
1113141,1602119820,PG&E has assigned a crew to assess the outage.,1602131400,Unknown - PG&E will be assessing the cause.,2,1602119878,0,37.69603,-121.32475,Tracy,2020-10-07 18:48:11-07:00,2020-10-07 18:27:07-07:00,1602131400,,,
1113142,1602119819,PG&E has assigned a crew to assess the outage.,1602131400,Unknown - PG&E will be assessing the cause.,2,1602119878,0,37.69648,-121.31863,Tracy,2020-10-07 18:48:11-07:00,2020-10-07 18:27:07-07:00,1602131400,,,
1113143,1602119820,PG&E has assigned a crew to assess the outage.,1602131400,Unknown - PG&E will be assessing the cause.,2,1602119878,0,37.69551,-121.30615,Tracy,2020-10-07 18:48:11-07:00,2020-10-07 18:27:07-07:00,1602131400,,,
1113144,1602119820,PG&E assessment crew is en route to the outage.,1602131400,Unknown - PG&E will be assessing the cause.,16,1602120919,1,37.69574,-121.32475,Tracy,2020-10-07 18:56:25-07:00,2020-10-07 18:27:07-07:00,1602131400,"[{'latitude': '37.68277', 'longitude': '-121.31706'}, {'latitude': '37.69498', 'longitude': '-121.32474'}, {'latitude': '37.68934', 'longitude': '-121.32472'}, {'latitude': '37.68694', 'longitude': '-121.32471'}]",1602122700,1602122700
1113145,1602119835,PG&E has assigned a crew to assess the outage.,1602131400,Unknown - PG&E will be assessing the cause.,1,1602119878,0,37.69647,-121.32181,Tracy,2020-10-07 18:48:11-07:00,2020-10-07 18:27:07-07:00,1602131400,,,
1113146,1602119759,PG&E has assigned a crew to assess the outage.,,Unknown - PG&E will be assessing the cause.,67,1602124575,0,39.49777,-121.63438,Oroville,2020-10-07 20:06:27-07:00,2020-10-07 18:27:07-07:00,,"[{'latitude': '39.49627', 'longitude': '-121.6353'}, {'latitude': '39.49685', 'longitude': '-121.6332'}, {'latitude': '39.49762', 'longitude': '-121.6332'}, {'latitude': '39.49733', 'longitude': '-121.6353'}]",,
1113147,1602119760,PG&E has assigned a crew to assess the outage.,,Unknown - PG&E will be assessing the cause.,23,1602123829,0,39.49775,-121.6394,Thermalito,2020-10-07 20:06:27-07:00,2020-10-07 18:27:07-07:00,,"[{'latitude': '39.4705', 'longitude': '-121.62572'}, {'latitude': '39.47173', 'longitude': '-121.62565'}, {'latitude': '39.4797', 'longitude': '-121.62568'}, {'latitude': '39.49455', 'longitude': '-121.63728'}, {'latitude': '39.49536', 'longitude': '-121.63943'}, {'latitude': '39.47813', 'longitude': '-121.63991'}, {'latitude': '39.47733', 'longitude': '-121.63991'}, {'latitude': '39.47603', 'longitude': '-121.63771'}]",,
1113148,1602119961,PG&E has assigned a crew to assess the outage.,1602129600,Unknown - PG&E will be assessing the cause.,1,1602120226,1,38.88655,-121.25237,Lincoln,2020-10-07 20:46:51-07:00,2020-10-07 18:27:07-07:00,1602129600,,,
1113149,1602119880,PG&E has assigned a crew to assess the outage.,,Unknown - PG&E will be assessing the cause.,142,1602120023,0,38.26176,-122.71582,Petaluma,2020-10-07 18:37:07-07:00,2020-10-07 18:27:07-07:00,,"[{'latitude': '38.25345', 'longitude': '-122.76087'}, {'latitude': '38.26201', 'longitude': '-122.71629'}, {'latitude': '38.26575', 'longitude': '-122.71666'}, {'latitude': '38.26838', 'longitude': '-122.73807'}, {'latitude': '38.26691', 'longitude': '-122.79393'}, {'latitude': '38.26395', 'longitude': '-122.79564'}, {'latitude': '38.25771', 'longitude': '-122.77895'}]",,
1113150,1602120000,PG&E has assigned a crew to assess the outage.,,Unknown - PG&E will be assessing the cause.,1,1602120154,0,39.49918,-121.62802,Thermalito,2020-10-07 18:48:11-07:00,2020-10-07 18:27:07-07:00,,,,
1113151,1602119940,PG&E has assigned a crew to assess the outage.,,Unknown - PG&E will be assessing the cause.,184,1602120075,0,38.2261,-122.72127,Petaluma,2020-10-07 18:37:07-07:00,2020-10-07 18:27:07-07:00,,"[{'latitude': '38.18919', 'longitude': '-122.77933'}, {'latitude': '38.21907', 'longitude': '-122.7218'}, {'latitude': '38.25124', 'longitude': '-122.7434'}, {'latitude': '38.25752', 'longitude': '-122.78085'}, {'latitude': '38.25736', 'longitude': '-122.79757'}, {'latitude': '38.2573', 'longitude': '-122.79901'}, {'latitude': '38.25715', 'longitude': '-122.80179'}, {'latitude': '38.2561', 'longitude': '-122.81893'}, {'latitude': '38.24821', 'longitude': '-122.8238'}, {'latitude': '38.22392', 'longitude': '-122.82972'}, {'latitude': '38.21111', 'longitude': '-122.83207'}, {'latitude': '38.19179', 'longitude': '-122.79281'}, {'latitude': '38.19134', 'longitude': '-122.79162'}, {'latitude': '38.18962', 'longitude': '-122.78358'}]",,
1113152,1602120278,PG&E is assessing the cause at the outage location.,1602131400,Unknown - PG&E will be assessing the cause.,30,1602123295,1,39.23358,-121.66017,Live Oak,2020-10-07 19:31:10-07:00,2020-10-07 18:38:11-07:00,1602131400,"[{'latitude': '39.22019', 'longitude': '-121.66008'}, {'latitude': '39.22262', 'longitude': '-121.65369'}, {'latitude': '39.2274', 'longitude': '-121.65119'}, {'latitude': '39.23087', 'longitude': '-121.65376'}, {'latitude': '39.23058', 'longitude': '-121.66012'}, {'latitude': '39.22658', 'longitude': '-121.6617'}]",,
1113153,1602120360,PG&E has assigned a crew to assess the outage.,,PG&E is investigating the cause of your outage.,10,1602139153,0,36.80845,-119.87237,Fresno,2020-10-08 00:06:16-07:00,2020-10-07 18:38:11-07:00,,"[{'latitude': '36.80878', 'longitude': '-119.87302'}, {'latitude': '36.81074', 'longitude': '-119.87381'}, {'latitude': '36.80886', 'longitude': '-119.87345'}]",,
1113154,1602120530,PG&E is assessing the cause at the outage location.,1602144000,PG&E is investigating the cause of your outage.,1,1602123597,0,35.23076,-119.36958,Dustin Acres,2020-10-08 00:36:14-07:00,2020-10-07 18:38:11-07:00,1602144000,,1602124800,1602124800
1113155,1602120538,PG&E has assigned a crew to assess the outage.,,Unknown - PG&E will be assessing the cause.,1,1602120611,0,39.50103,-121.63053,Thermalito,2020-10-07 18:48:11-07:00,2020-10-07 18:38:11-07:00,,,,
1113156,1602119820,PG&E has assigned a crew to assess the outage.,1602131400,Unknown - PG&E will be assessing the cause.,1,1602120797,0,37.69603,-121.32475,Tracy,2020-10-07 18:56:25-07:00,2020-10-07 18:46:25-07:00,1602131400,,,
1113157,1602119820,PG&E repair crew is on-site working to restore power.,1602158700,Our preliminary determination is that your outage was caused by a car that hit a pole.,12,1602141090,1,37.69653,-121.29948,Tracy,2020-10-08 03:06:25-07:00,2020-10-07 18:46:25-07:00,1602131400,"[{'latitude': '37.68626', 'longitude': '-121.30812'}, {'latitude': '37.68628', 'longitude': '-121.30797'}, {'latitude': '37.68674', 'longitude': '-121.3061'}, {'latitude': '37.68935', 'longitude': '-121.30611'}, {'latitude': '37.6941', 'longitude': '-121.30614'}, {'latitude': '37.69551', 'longitude': '-121.30615'}, {'latitude': '37.69648', 'longitude': '-121.31863'}, {'latitude': '37.69647', 'longitude': '-121.32181'}, {'latitude': '37.68981', 'longitude': '-121.31579'}]",1602122700,1602138600
1113159,1602119819,PG&E has assigned a crew to assess the outage.,1602131400,Unknown - PG&E will be assessing the cause.,1,1602121020,0,37.69648,-121.31863,Tracy,2020-10-07 18:56:25-07:00,2020-10-07 18:46:25-07:00,1602131400,,,
1113160,1602121172,PG&E has assigned a crew to assess the outage.,1602126900,Unknown - PG&E will be assessing the cause.,1,1602121209,0,37.78013,-122.40473,San Francisco,2020-10-07 18:56:25-07:00,2020-10-07 18:46:25-07:00,1602126900,,,
1113161,1602121327,PG&E assessment crew is en route to the outage.,1602132300,Unknown - PG&E will be assessing the cause.,1,1602123903,1,37.8894,-122.06574,Saranap,2020-10-07 20:06:27-07:00,2020-10-07 18:56:23-07:00,1602132300,,1602126480,1602126480
1113163,1602121615,PG&E is assessing the cause at the outage location.,1602134100,PG&E is investigating the cause of your outage.,1,1602122366,1,36.96552,-122.05657,Santa Cruz,2020-10-07 19:37:59-07:00,2020-10-07 18:56:23-07:00,1602134100,,,
1113164,1602121832,PG&E is assessing the cause at the outage location.,1602131400,PG&E is investigating the cause of your outage.,24,1602124061,6,37.93325,-122.3657,Richmond,2020-10-07 20:06:27-07:00,2020-10-07 18:56:23-07:00,1602131400,,,
1113165,1602122184,PG&E is assessing the cause at the outage location.,1602132300,PG&E is investigating the cause of your outage.,1,1602126885,1,37.9324,-122.36542,Richmond,2020-10-07 20:28:58-07:00,2020-10-07 19:21:10-07:00,1602132300,,,
1113166,1602122238,PG&E is sending a repair crew to the outage location.,1602132300,PG&E is investigating the cause of your outage.,93,1602127881,3,37.9324,-122.3687,Richmond,2020-10-07 20:46:51-07:00,2020-10-07 19:21:10-07:00,1602132300,"[{'latitude': '37.93206', 'longitude': '-122.36762'}, {'latitude': '37.9324', 'longitude': '-122.36693'}, {'latitude': '37.93312', 'longitude': '-122.36762'}]",,
1113167,1602122400,PG&E assessment crew is en route to the outage.,1602131400,Unknown - PG&E will be assessing the cause.,1,1602122556,0,37.83657,-122.28051,Emeryville,2020-10-07 20:06:27-07:00,2020-10-07 19:21:10-07:00,1602131400,,,
1113168,1602122540,PG&E has assigned a crew to assess the outage.,1602136800,Unknown - PG&E will be assessing the cause.,1,1602123085,0,37.43445,-120.09817,Catheys Valley,2020-10-07 19:31:10-07:00,2020-10-07 19:21:10-07:00,1602136800,,,
1113169,1602122645,PG&E has assigned a crew to assess the outage.,1602132300,Unknown - PG&E will be assessing the cause.,1,1602122811,1,37.9339,-122.36474,Richmond,2020-10-07 20:06:27-07:00,2020-10-07 19:21:10-07:00,1602132300,,,
1113170,1602122973,PG&E has assigned a crew to assess the outage.,1602132300,Unknown - PG&E will be assessing the cause.,1,1602123011,0,37.9294,-122.3653,Richmond,2020-10-07 20:06:27-07:00,2020-10-07 19:21:10-07:00,1602132300,,,
1113171,1602123000,PG&E has assigned a crew to assess the outage.,1602133200,Unknown - PG&E will be assessing the cause.,1,1602123772,0,37.93205,-122.3667,Richmond,2020-10-07 20:28:58-07:00,2020-10-07 19:21:10-07:00,1602133200,,,
1113172,1602123080,PG&E has assigned a crew to assess the outage.,1602132300,Unknown - PG&E will be assessing the cause.,34,1602124064,0,37.93229,-122.36873,Richmond,2020-10-07 20:28:58-07:00,2020-10-07 19:21:10-07:00,1602132300,,,
1113173,1602123179,PG&E is sending a repair crew to the outage location.,1602133200,PG&E is investigating the cause of your outage.,83,1602127881,0,37.92797,-122.36383,Richmond,2020-10-07 20:46:51-07:00,2020-10-07 19:21:10-07:00,1602133200,"[{'latitude': '37.92798', 'longitude': '-122.36273'}, {'latitude': '37.92859', 'longitude': '-122.36292'}, {'latitude': '37.92799', 'longitude': '-122.36479'}]",,
1113174,1602123234,PG&E is assessing the cause at the outage location.,1602135000,PG&E is investigating the cause of your outage.,1,1602124965,0,38.72914,-120.79058,Placerville,2020-10-07 20:06:27-07:00,2020-10-07 19:21:10-07:00,1602135000,,,
1113175,1602123241,PG&E has assigned a crew to assess the outage.,1602133200,Unknown - PG&E will be assessing the cause.,1,1602123280,1,37.93465,-122.36671,Richmond,2020-10-07 20:06:27-07:00,2020-10-07 19:21:10-07:00,1602133200,,,
1113176,1602123300,PG&E has assigned a crew to assess the outage.,1602135000,Unknown - PG&E will be assessing the cause.,1,1602124233,0,37.69334,-121.32473,Tracy,2020-10-07 19:56:31-07:00,2020-10-07 19:21:10-07:00,1602135000,,,
1113177,1602123486,PG&E has assigned a crew to assess the outage.,1602133200,Unknown - PG&E will be assessing the cause.,1,1602123522,0,37.93078,-122.36433,Richmond,2020-10-07 20:28:58-07:00,2020-10-07 19:27:59-07:00,1602133200,,,
1113178,1602124078,PG&E has assigned a crew to assess the outage.,1602134100,Unknown - PG&E will be assessing the cause.,1,1602124458,1,37.93298,-122.36379,Richmond,2020-10-07 20:06:27-07:00,2020-10-07 19:36:24-07:00,1602134100,,,
1113179,1602124272,PG&E has assigned a crew to assess the outage.,1602134100,Unknown - PG&E will be assessing the cause.,1,1602124307,0,37.93401,-122.36616,Richmond,2020-10-07 20:06:27-07:00,2020-10-07 19:46:31-07:00,1602134100,,,
1113180,1602124894,PG&E is assessing the cause at the outage location.,1602140340,PG&E is investigating the cause of your outage.,52,1602133537,0,37.74302,-122.42871,San Francisco,2020-10-07 22:36:27-07:00,2020-10-07 19:56:27-07:00,1602134100,,,
1113181,1602125222,PG&E assessment crew is en route to the outage.,,Unknown - PG&E will be assessing the cause.,1,1602125324,0,39.5076,-121.54601,Oroville,2020-10-07 21:06:17-07:00,2020-10-07 19:56:27-07:00,,,,
1113182,1602125380,PG&E is assessing the cause at the outage location.,1602139500,PG&E is investigating the cause of your outage.,4,1602132799,0,35.5998,-119.50017,Wasco,2020-10-07 22:28:15-07:00,2020-10-07 19:56:27-07:00,1602139500,"[{'latitude': '35.59377', 'longitude': '-119.4956'}, {'latitude': '35.59377', 'longitude': '-119.49512'}, {'latitude': '35.59838', 'longitude': '-119.5001'}]",,
1113183,1602125797,PG&E repair crew is on-site working to restore power.,1602154800,Our preliminary determination is that your outage was caused by an equipment issue.,9,1602146459,0,37.58106,-122.01513,Union City,2020-10-08 03:06:25-07:00,2020-10-07 20:18:58-07:00,1602135900,,,
1113184,1602126122,PG&E assessment crew is en route to the outage.,1602138600,Unknown - PG&E will be assessing the cause.,1,1602126768,1,37.81654,-121.99523,Danville,2020-10-07 21:06:17-07:00,2020-10-07 20:18:58-07:00,1602138600,,1602129900,1602129900
1113186,1602126460,PG&E assessment crew is en route to the outage.,1602137700,Unknown - PG&E will be assessing the cause.,1,1602126712,1,38.68029,-121.77618,Woodland,2020-10-07 20:36:32-07:00,2020-10-07 20:18:58-07:00,1602137700,,,
1113187,1602126617,PG&E is assessing the cause at the outage location.,1602147600,PG&E is investigating the cause of your outage.,1,1602145567,0,37.28048,-121.76877,San Jose,2020-10-08 01:40:28-07:00,2020-10-07 20:18:58-07:00,1602137700,,1602142980,1602142980
1113188,1602126600,PG&E has assigned a crew to assess the outage.,1602133200,Unknown - PG&E will be assessing the cause.,109,1602127125,0,37.78519,-122.41785,San Francisco,2020-10-07 20:36:32-07:00,2020-10-07 20:18:58-07:00,1602133200,,,
1113190,1602126620,PG&E has assigned a crew to assess the outage.,1602572460,Our preliminary determination is that your outage was caused by scheduled maintenance work.,328,1602130572,0,37.78539,-122.41619,San Francisco,2020-10-07 21:31:09-07:00,2020-10-07 20:18:58-07:00,1602133200,"[{'latitude': '37.78519', 'longitude': '-122.41785'}, {'latitude': '37.78522', 'longitude': '-122.41777'}, {'latitude': '37.78612', 'longitude': '-122.41799'}]",,
1113191,1602126900,PG&E repair crew is on-site working to restore power.,1602158400,Our preliminary determination is that your outage was caused by an equipment issue.,20,1602150973,0,37.81434,-122.21396,Piedmont,2020-10-08 03:40:49-07:00,2020-10-07 20:18:58-07:00,1602136800,,,
1113192,1602127247,PG&E is sending a repair crew to the outage location.,1602162000,Our preliminary determination is that your outage was caused by an equipment issue.,1,1602153844,0,37.94796,-122.18444,Martinez,2020-10-08 04:47:07-07:00,2020-10-07 20:26:32-07:00,1602139500,,,
1113193,1602127480,PG&E is assessing the cause at the outage location.,1602143100,PG&E is investigating the cause of your outage.,1,1602132959,0,34.9491,-120.43669,Santa Maria,2020-10-08 00:06:16-07:00,2020-10-07 20:36:51-07:00,1602143100,,,
1113194,1602127692,PG&E repair crew is on-site working to restore power.,1602136800,Our preliminary determination is that your outage was caused by an equipment issue.,3,1602130434,0,37.23023,-120.49848,Merced,2020-10-07 21:38:00-07:00,2020-10-07 20:36:51-07:00,1602137700,,,
1113195,1602127846,PG&E has assigned a crew to assess the outage.,1602137700,Unknown - PG&E will be assessing the cause.,1,1602127880,0,37.93687,-122.36619,Richmond,2020-10-07 20:46:51-07:00,2020-10-07 20:36:51-07:00,1602137700,,,
1113197,1602128062,PG&E is assessing the cause at the outage location.,1602137700,PG&E is investigating the cause of your outage.,1,1602129602,0,37.91058,-122.31285,Richmond,2020-10-07 21:38:00-07:00,2020-10-07 20:46:33-07:00,1602137700,,,
1113198,1602128482,PG&E is assessing the cause at the outage location.,1602141300,PG&E is investigating the cause of your outage.,1,1602131962,0,37.80109,-122.41595,San Francisco,2020-10-07 22:56:21-07:00,2020-10-07 20:56:17-07:00,1602141300,,1602131520,1602131520
1113199,1602129026,PG&E is sending a repair crew to the outage location.,,PG&E is investigating the cause of your outage.,5,1602139113,1,39.75113,-121.90523,Chico,2020-10-07 23:56:35-07:00,2020-10-07 20:56:17-07:00,,,,
1113201,1602129849,PG&E is sending a repair crew to the outage location.,1602194400,Our preliminary determination is that your outage was caused by an equipment issue.,1,1602182048,1,37.31914,-121.85608,San Jose,2020-10-08 13:06:31-07:00,2020-10-07 21:21:09-07:00,1602140400,,1602135540,1602135540
