Unnamed: 0,outageStartTime,crewCurrentStatus,currentEtor,cause,estCustAffected,lastUpdateTime,hazardFlag,latitude,longitude,regionName,estimated_end_time,first_spotted_time,autoEtor,outageDevices,crewEta,crewEta.1
714439,1574713349,PG&E is assessing the cause at the outage location.,1574723700.0,PG&E is investigating the cause of your outage.,1,1574718463,1,38.11015,-122.58414,Novato,2019-11-25 14:10:46-08:00,2019-11-25 12:30:45-08:00,1574723700.0,,,
714440,1574713320,PG&E repair crew is on-site working to restore power.,1574748000.0,Our preliminary determination is that your outage was caused by an equipment issue.,41,1574726311,2,38.99048,-122.84316,Kelseyville,2019-11-25 17:50:15-08:00,2019-11-25 12:30:45-08:00,1574724600.0,"[{'latitude': '38.99126', 'longitude': '-122.84321'}, {'latitude': '38.99663', 'longitude': '-122.83307'}, {'latitude': '39.00042', 'longitude': '-122.83188'}, {'latitude': '39.00622', 'longitude': '-122.83358'}, {'latitude': '39.00503', 'longitude': '-122.84123'}, {'latitude': '38.99898', 'longitude': '-122.84287'}]",1574719080.0,1574726400.0
714441,1574713391,PG&E is assessing the cause at the outage location.,1574725500.0,PG&E is investigating the cause of your outage.,1,1574714215,1,34.62285,-120.21586,Buellton,2019-11-25 14:20:23-08:00,2019-11-25 12:30:45-08:00,1574725500.0,,,
714442,1574713457,PG&E repair crew is on-site working to restore power.,1574787600.0,Our preliminary determination is that your outage was caused by an equipment issue.,1,1574757943,0,37.78321,-122.41919,San Francisco,2019-11-26 02:30:24-08:00,2019-11-25 12:30:45-08:00,1574719200.0,,,
714443,1574713478,PG&E has assigned a crew to assess the outage.,1574722800.0,Unknown - PG&E will be assessing the cause.,1,1574713483,0,36.68848,-119.80026,Fresno,2019-11-25 12:40:45-08:00,2019-11-25 12:30:45-08:00,1574722800.0,,,
714444,1574713491,PG&E repair crew is on-site working to restore power.,1574733600.0,Our preliminary determination is that your outage was caused by an equipment issue.,1,1574720172,0,38.57703,-122.77491,Windsor,2019-11-25 16:40:39-08:00,2019-11-25 12:30:45-08:00,1574723700.0,,1574720160.0,1574720160.0
714445,1574713498,PG&E is assessing the cause at the outage location.,1574724600.0,PG&E is investigating the cause of your outage.,1,1574718182,0,37.38493,-121.87928,San Jose,2019-11-25 14:10:46-08:00,2019-11-25 12:30:45-08:00,1574724600.0,,,
714446,1574713505,PG&E is assessing the cause at the outage location.,1574724600.0,PG&E is investigating the cause of your outage.,1,1574719624,1,35.31068,-119.00788,Bakersfield,2019-11-25 14:40:25-08:00,2019-11-25 12:30:45-08:00,1574724600.0,,,
714447,1574713544,PG&E is assessing the cause at the outage location.,1574724600.0,PG&E is investigating the cause of your outage.,1,1574715433,0,38.46623,-122.64427,Santa Rosa,2019-11-25 13:30:18-08:00,2019-11-25 12:30:45-08:00,1574724600.0,,,
714448,1574713875,PG&E is assessing the cause at the outage location.,1574724600.0,PG&E is investigating the cause of your outage.,1,1574716871,0,36.54385,-119.65998,Selma,2019-11-25 14:30:20-08:00,2019-11-25 12:40:35-08:00,1574724600.0,,1574718120.0,1574718120.0
